Site_ID,Sim_1,Sim_2,Sim_3,Sim_4,Sim_5,Sim_6,Sim_7,Sim_8,Sim_9,Sim_10
216,0.032205,0.030226,0.042292,0.011107,0.041384,0.034049,0.028812,0.063971,0.064826,0.014706
217,0.058967,0.022396,0.044849,0.006246,0.065270,0.018931,0.014748,0.047503,0.049110,0.010416
218,0.079097,0.021253,0.026271,0.012573,0.042990,0.010423,0.029336,0.086058,0.091345,0.019582
219,0.025446,0.025465,0.019777,0.007974,0.080891,0.014930,0.021458,0.041994,0.094919,0.012475
220,0.043396,0.030130,0.023757,0.011023,0.084780,0.016393,0.010887,0.078947,0.052484,0.016240
221,0.016178,0.017966,0.020809,0.011216,0.098856,0.007973,0.012714,0.051529,0.084909,0.012953
222,0.022747,0.022870,0.024432,0.029402,0.081960,0.009653,0.017111,0.053794,0.100652,0.013037
223,0.016402,0.026727,0.024069,0.009169,0.065717,0.020395,0.022613,0.051830,0.048723,0.009964
224,0.034237,0.035367,0.024492,0.015844,0.073664,0.019812,0.028025,0.059683,0.065741,0.018896
225,0.034341,0.020092,0.016527,0.012337,0.095722,0.018715,0.019998,0.028221,0.051318,0.012675
226,0.079681,0.012955,0.013956,0.010685,0.077749,0.011194,0.023808,0.018319,0.068592,0.013895
227,0.041695,0.015454,0.017065,0.012414,0.072306,0.015637,0.015425,0.017176,0.037171,0.018611
228,0.047234,0.031570,0.016070,0.013196,0.115002,0.026545,0.023563,0.019573,0.037119,0.024892
229,0.028517,0.040980,0.021488,0.006202,0.071542,0.031300,0.018849,0.019731,0.035773,0.024494
230,0.026706,0.045311,0.036681,0.012571,0.053707,0.015285,0.019850,0.027030,0.029369,0.022842
231,0.019864,0.038982,0.023341,0.008554,0.122360,0.034442,0.022883,0.016501,0.043658,0.013070
232,0.018335,0.023946,0.027494,0.009042,0.097146,0.020252,0.013351,0.030219,0.042748,0.015833
233,0.011477,0.023879,0.025138,0.009144,0.142856,0.028559,0.015930,0.021911,0.050444,0.010804
234,0.022896,0.032581,0.024485,0.014365,0.086237,0.018930,0.025209,0.029688,0.066413,0.014839
235,0.011480,0.034574,0.035496,0.008495,0.047373,0.029162,0.019652,0.063076,0.068847,0.019261
236,0.008888,0.023785,0.041116,0.015600,0.127624,0.031706,0.022266,0.068160,0.024040,0.010387
237,0.014403,0.016367,0.042831,0.019063,0.068064,0.028692,0.023787,0.048178,0.031823,0.010495
238,0.017276,0.007835,0.032055,0.019888,0.131432,0.021115,0.036134,0.037036,0.041601,0.019725
239,0.025877,0.019611,0.065252,0.030954,0.080729,0.017225,0.054434,0.074506,0.027403,0.021977
240,0.013955,0.012379,0.031453,0.012830,0.071391,0.057868,0.030312,0.043957,0.050049,0.021171
241,0.023318,0.012903,0.049884,0.021468,0.041493,0.043800,0.048467,0.056959,0.032107,0.026868
242,0.017795,0.004863,0.049252,0.018576,0.047741,0.041577,0.018588,0.079400,0.033811,0.019112
243,0.032418,0.014980,0.032746,0.022566,0.073179,0.029708,0.024026,0.104668,0.068819,0.021423
244,0.020795,0.009679,0.025434,0.027889,0.039543,0.020208,0.025052,0.095176,0.027856,0.017279
245,0.013293,0.011990,0.039402,0.021184,0.105374,0.015163,0.038106,0.082859,0.036040,0.026650
246,0.016498,0.009325,0.032453,0.033008,0.064726,0.015973,0.024317,0.084337,0.032794,0.024387
247,0.013653,0.020212,0.016829,0.026035,0.069913,0.017249,0.021539,0.049737,0.040326,0.035845
248,0.015857,0.024832,0.030387,0.023964,0.074189,0.008852,0.033031,0.054722,0.048823,0.024954
249,0.017608,0.023333,0.051552,0.032212,0.048252,0.016747,0.030559,0.042441,0.027174,0.029050
250,0.014934,0.030324,0.037486,0.037093,0.091501,0.034520,0.028292,0.038515,0.039894,0.014568
251,0.015851,0.031691,0.032308,0.017612,0.045456,0.036475,0.022355,0.027026,0.022150,0.023410
252,0.016824,0.060081,0.031064,0.017060,0.046509,0.038070,0.020046,0.015328,0.021220,0.014166
253,0.018308,0.020060,0.032752,0.019393,0.041835,0.038199,0.052548,0.032707,0.042717,0.016379
254,0.012542,0.035006,0.035297,0.019175,0.142100,0.044780,0.016192,0.028020,0.029598,0.009891
255,0.020566,0.025513,0.026222,0.022767,0.075621,0.045669,0.019637,0.051335,0.030546,0.026670
256,0.008558,0.030950,0.024423,0.017525,0.109401,0.050313,0.016406,0.037869,0.051197,0.025503
257,0.009369,0.030713,0.026915,0.022470,0.083274,0.022927,0.012744,0.023897,0.057973,0.019114
258,0.018107,0.050992,0.063753,0.031091,0.135292,0.029640,0.012225,0.029459,0.040571,0.024753
259,0.021522,0.050664,0.024285,0.025219,0.103836,0.035949,0.018977,0.037150,0.053888,0.030509
260,0.014738,0.063778,0.020776,0.021151,0.060262,0.020141,0.013632,0.034722,0.034267,0.031010
261,0.017531,0.047654,0.036818,0.026418,0.046250,0.032728,0.018125,0.021008,0.027082,0.038118
262,0.023657,0.032882,0.034015,0.019921,0.083232,0.039700,0.039051,0.028888,0.013795,0.023032
